ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Distance_km,Prep_time_min,Order_hour,Order_period,Order_dayofweek,Is_weekend
0x5ff4,SURRES08DEL01,39.0,4.0,21.173343,72.792731,21.283343,72.902731,2022-03-27,18:45,18:50,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,41,16.72129600980331,5.0,18,Evening,6,1
0x2123,PUNERES04DEL03,31.0,4.4,18.51421,73.838429,18.54421,73.868429,2022-03-13,19:15,19:30,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,34,4.596951629499114,15.0,19,Evening,6,1
0x4f8b,RANCHIRES06DEL02,29.0,4.9,23.357804,85.325146,23.377804,85.345146,2022-03-01,11:35,11:50,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,21,3.018841258628892,15.0,11,Afternoon,1,0
0x3bd0,INDORES12DEL02,28.0,4.7,22.74806,75.8934,22.87806,76.0234,2022-03-14,22:20,22:25,Cloudy,Low,2,Buffet,scooter,0.0,No,Urban,20,19.65962528368427,5.0,22,Night,0,0
0x141d,SURRES17DEL03,30.0,4.1,21.149569,72.772697,21.179569,72.802697,2022-03-21,21:10,21:15,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,48,4.561269432005461,5.0,21,Night,0,0
0x4779,PUNERES04DEL02,36.0,4.8,18.51421,73.838429,18.64421,73.968429,2022-03-10,17:45,17:50,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,24,19.917359352866203,5.0,17,Evening,3,0
0xa92c,BANGRES02DEL03,37.0,4.8,12.970221,77.645396,13.000221,77.675396,2022-03-07,22:45,22:55,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,22,4.657672650623545,10.0,22,Night,0,0
0xb51,PUNERES05DEL01,29.0,4.9,18.543626,73.905101,18.653626,74.015101,2022-03-25,22:20,22:30,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,15,16.852241972645782,10.0,22,Night,4,0
0x825e,HYDRES09DEL01,29.0,4.8,17.431668,78.408321,17.501668,78.478321,2022-03-12,20:10,20:20,Cloudy,Jam,2,Drinks,scooter,1.0,No,Urban,38,10.756955716295083,10.0,20,Night,5,1
0xbec4,RANCHIRES16DEL01,25.0,4.6,23.371292,85.327872,23.441292,85.397872,2022-03-16,18:00,18:15,Stormy,Medium,2,Meal,scooter,0.0,No,Urban,18,10.564540523828974,15.0,18,Evening,2,0
0x95eb,PUNERES20DEL02,33.0,3.6,18.592718,73.773572,18.722718,73.903572,2022-03-12,23:50,00:05,Fog,Low,1,Snack,scooter,1.0,No,Urban,36,19.91300954559314,15.0,23,Night,5,1
0x4e4f,JAPRES07DEL03,39.0,4.8,26.766536,75.837333,26.856536,75.927333,2022-03-18,17:35,17:50,Sunny,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,23,13.413644078076244,15.0,17,Evening,4,0
0x7df5,BANGRES16DEL03,37.0,4.1,13.029198,77.570997,13.059198,77.600997,2022-03-15,17:45,18:00,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,38,4.65713301884333,15.0,17,Evening,1,0
0x7578,INDORES09DEL01,30.0,4.9,22.725835,75.887648,22.765835,75.927648,2022-04-03,12:15,12:30,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,30,6.050486021641428,15.0,12,Afternoon,6,1
0x9041,INDORES20DEL03,29.0,4.7,22.732225,75.874765,22.762225,75.904765,2022-03-17,17:35,17:50,Sandstorms,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,25,4.537843333696388,15.0,17,Evening,3,0
0x2779,JAPRES14DEL01,23.0,4.6,26.88842,75.800689,26.92842,75.840689,2022-03-24,16:00,16:05,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,17,5.959357904254251,5.0,16,Evening,3,0
0x9c9a,COIMBRES02DEL01,33.0,4.4,11.022477,76.995667,11.092477,77.065667,2022-03-14,21:30,21:45,Windy,Jam,1,Meal,motorcycle,0.0,No,Urban,43,10.906036622245484,15.0,21,Night,0,0
0xd4d6,KOLRES17DEL01,32.0,4.7,22.569358,88.433452,22.579358,88.443452,2022-02-17,10:15,10:30,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Urban,26,1.5134910203793128,15.0,10,Morning,3,0
0x71b1,INDORES16DEL01,37.0,4.7,22.744648,75.894377,22.854648,76.004377,2022-04-02,17:25,17:40,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,30,16.635820545592292,15.0,17,Evening,5,1
0x8278,SURRES13DEL01,29.0,4.8,21.170096,72.789122,21.280096,72.899122,2022-03-08,21:00,21:15,Windy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,27,16.72146713385881,15.0,21,Night,1,0
0x6d87,PUNERES14DEL02,33.0,4.7,18.516216,73.842527,18.596216,73.922527,2022-04-04,23:00,23:10,Fog,Low,0,Snack,motorcycle,2.0,No,Metropolitian,36,12.257619701209578,10.0,23,Night,0,0
0x356d,CHENRES08DEL01,36.0,4.8,13.022394,80.242439,13.062394,80.282439,2022-03-24,14:55,15:10,Stormy,High,2,Buffet,scooter,0.0,No,Metropolitian,26,6.20953271391644,15.0,14,Afternoon,3,0
0x5b1f,PUNERES11DEL02,39.0,4.8,18.533811,73.899315,18.583811,73.949315,2022-03-21,20:45,21:00,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,25,7.660957436559021,15.0,20,Night,0,0
0x3ca4,VADRES20DEL01,30.0,4.6,22.311358,73.164798,22.351358,73.204798,2022-03-26,16:40,16:50,Windy,Medium,0,Snack,motorcycle,0.0,No,Urban,27,6.058853851669116,10.0,16,Evening,5,1
0x36af,COIMBRES16DEL03,23.0,4.7,11.010375,76.95295,11.040375,76.98295,2022-03-11,18:15,18:20,Fog,Medium,2,Buffet,motorcycle,1.0,No,Urban,15,4.674266565274251,5.0,18,Evening,4,0
0xb8a4,BANGRES010DEL01,22.0,4.9,12.933298,77.614293,13.003298,77.684293,2022-03-04,18:00,18:15,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39,10.868262820109699,15.0,18,Evening,4,0
0xb8d2,MUMRES07DEL02,26.0,4.6,19.091458,72.827808,19.141458,72.877808,2022-03-15,17:15,17:25,Windy,Medium,1,Drinks,scooter,0.0,No,Urban,21,7.648947507755509,10.0,17,Evening,1,0
0xa79c,JAPRES04DEL02,32.0,4.9,26.902328,75.794257,26.952328,75.844257,2022-03-26,22:45,22:55,Windy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,21,7.44864451602914,10.0,22,Night,5,1
0x1412,MYSRES02DEL03,26.0,4.7,12.304569,76.643622,12.364569,76.703622,2022-03-28,17:10,17:25,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,28,9.326940869812143,15.0,17,Evening,0,0
0x592b,RANCHIRES010DEL03,30.0,4.9,23.354422,85.3329,23.414422,85.3929,2022-03-01,17:25,17:35,Windy,Medium,0,Meal,motorcycle,0.0,No,Urban,29,9.056004306816446,10.0,17,Evening,1,0
0xa335,CHENRES17DEL01,37.0,4.1,13.045479,80.23311,13.055479,80.24311,2022-04-01,10:20,10:30,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,28,1.5523584795777219,10.0,10,Morning,4,0
0x9048,RANCHIRES13DEL03,31.0,4.8,23.374989,85.335486,23.404989,85.365486,2022-03-19,22:55,23:00,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,4.527915278149081,5.0,22,Night,5,1
0x83fb,MUMRES04DEL02,36.0,4.8,19.254567,72.848923,19.334567,72.928923,2022-03-27,22:55,23:00,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,26,12.232070021478211,5.0,22,Night,6,1
0x2447,RANCHIRES04DEL01,34.0,4.9,23.359033,85.325347,23.469033,85.435347,2022-03-14,21:55,22:00,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,38,16.600975700594585,5.0,21,Night,0,0
0x6f6b,PUNERES010DEL03,21.0,5.0,18.539299,73.897902,18.569299,73.927902,2022-03-24,17:20,17:30,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,14,4.59663204175947,10.0,17,Evening,3,0
0xabd0,MUMRES05DEL03,30.0,4.8,18.927584,72.832585,18.987584,72.892585,2022-03-26,23:55,00:00,Sunny,Low,1,Meal,scooter,1.0,No,Urban,16,9.182882169250194,5.0,23,Night,5,1
0xc1a7,GOARES12DEL02,29.0,4.4,15.516833,73.768172,15.536833,73.788172,2022-02-17,08:45,08:55,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16,3.08821143106593,10.0,8,Morning,3,0
0x2a56,SURRES12DEL01,37.0,4.4,21.183434,72.814492,21.223434,72.854492,2022-03-24,12:50,12:55,Fog,High,2,Buffet,scooter,0.0,No,Metropolitian,36,6.080949025950904,5.0,12,Afternoon,3,0
0xd372,AGRRES13DEL03,33.0,4.8,27.159795,78.04299,27.219795,78.10299,2022-02-13,21:35,21:50,Stormy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,30,8.929127167629229,15.0,21,Night,6,1
0x485f,SURRES15DEL02,39.0,4.7,21.160522,72.771477,21.210522,72.821477,2022-03-05,18:55,19:05,Sunny,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,29,7.601614738321588,10.0,18,Evening,5,1
0x12f0,COIMBRES14DEL01,25.0,4.7,11.003681,76.975525,11.073681,77.045525,2022-03-12,21:15,21:20,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,32,10.906379374468557,5.0,21,Night,5,1
0xc87c,BHPRES03DEL03,21.0,4.7,23.214294,77.435361,23.274294,77.495361,2022-02-17,20:45,20:55,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29,9.060372371427242,10.0,20,Night,3,0
0x877b,VADRES06DEL02,32.0,4.9,22.31279,73.170283,22.44279,73.300283,2022-03-14,19:30,19:45,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,41,19.688246931881576,15.0,19,Evening,0,0
0x52d5,JAPRES20DEL03,34.0,4.3,26.956431,75.776649,26.986431,75.806649,2022-03-11,20:40,20:45,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,32,4.4684124412647535,5.0,20,Night,4,0
0x176c,SURRES16DEL03,32.0,4.7,21.160437,72.774209,21.220437,72.834209,2022-03-17,23:10,23:15,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,9.121796528794311,5.0,23,Night,3,0
0x55d1,RANCHIRES05DEL03,23.0,4.7,23.355164,85.324097,23.415164,85.384097,2022-04-05,20:40,20:55,Stormy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,21,9.055981117924203,15.0,20,Night,1,0
0x8f8a,INDORES08DEL02,20.0,4.9,22.725748,75.898497,22.775748,75.948497,2022-03-13,21:00,21:15,Cloudy,Jam,2,Buffet,scooter,1.0,No,Urban,33,7.562982485200135,15.0,21,Night,6,1
0xd161,LUDHRES04DEL03,21.0,4.9,30.914057,75.83982,30.944057,75.86982,2022-02-11,18:55,19:10,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,19,4.395007361329002,15.0,18,Evening,4,0
0x4143,MUMRES05DEL01,36.0,4.9,18.927584,72.832585,18.937584,72.842585,2022-03-21,11:35,11:40,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,44,1.53058864856925,5.0,11,Afternoon,0,0
0x92a5,RANCHIRES01DEL03,36.0,4.6,23.416792,85.316842,23.476792,85.376842,2022-03-01,22:45,22:55,Windy,Low,2,Meal,scooter,1.0,No,Urban,20,9.054052950169497,10.0,22,Night,1,0
0x788a,PUNERES04DEL03,30.0,4.5,18.51421,73.838429,18.57421,73.898429,2022-03-13,17:55,18:00,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,17,9.193520993944182,5.0,17,Evening,6,1
0x615d,BANGRES010DEL03,30.0,4.5,12.933298,77.614293,13.023298,77.704293,2022-04-06,17:25,17:30,Windy,Medium,1,Snack,scooter,1.0,No,Urban,23,13.973206773137713,5.0,17,Evening,2,0
0x9da0,JAPRES09DEL03,38.0,4.3,26.911378,75.789034,26.971378,75.849034,2022-03-01,18:20,18:25,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33,8.937880155829204,5.0,18,Evening,1,0
0x3002,RANCHIRES11DEL02,21.0,4.8,23.359194,85.325447,23.489194,85.455447,2022-03-29,19:55,20:05,Sandstorms,Jam,2,Buffet,electric_scooter,0.0,No,Urban,17,19.618645096414927,10.0,19,Evening,1,0
0xa57,COIMBRES18DEL01,26.0,4.8,11.02091,76.940432,11.06091,76.980432,2022-03-11,15:35,15:40,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,25,6.232193723015724,5.0,15,Evening,4,0
0x3411,SURRES14DEL03,36.0,4.5,21.157729,72.768726,21.187729,72.798726,2022-03-17,19:30,19:40,Sunny,Jam,2,Meal,scooter,0.0,No,Metropolitian,21,4.5611524272563715,10.0,19,Evening,3,0
0x72e,VADRES19DEL01,30.0,4.7,22.311844,73.165081,22.421844,73.275081,2022-03-20,19:55,20:00,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,34,16.659890497111146,5.0,19,Evening,6,1
0x6ff2,JAPRES15DEL02,24.0,4.6,26.891191,75.802083,26.911191,75.822083,2022-03-26,10:15,10:30,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,19,2.979763497462109,15.0,10,Morning,5,1
0x4853,COIMBRES15DEL03,21.0,4.8,11.006686,76.951736,11.066686,77.011736,2022-04-01,20:45,20:50,Fog,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,23,9.348356419300423,5.0,20,Night,4,0
0xa650,COIMBRES02DEL01,23.0,4.7,11.022477,76.995667,11.132477,77.105667,2022-03-20,17:15,17:20,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,21,17.137482577838597,5.0,17,Evening,6,1
0x8b3e,CHENRES18DEL02,37.0,4.8,12.981615,80.231598,13.031615,80.281598,2022-03-26,23:20,23:35,Sunny,Low,2,Meal,scooter,1.0,No,Urban,12,7.762461854550194,15.0,23,Night,5,1
0x42e6,RANCHIRES18DEL01,39.0,4.7,23.351489,85.324253,23.421489,85.394253,2022-03-27,18:45,19:00,Windy,Medium,1,Meal,motorcycle,0.0,No,Urban,26,10.565262855251525,15.0,18,Evening,6,1
0x7f8a,CHENRES12DEL03,32.0,4.5,12.972793,80.249982,13.062793,80.339982,2022-03-02,22:10,22:25,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,24,13.972123977178622,15.0,22,Night,2,0
0x48fe,HYDRES15DEL03,35.0,4.7,17.45971,78.368855,17.51971,78.428855,2022-03-07,18:30,18:45,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,9.219691659523848,15.0,18,Evening,0,0
0x5e30,VADRES20DEL01,31.0,4.7,22.311358,73.164798,22.421358,73.274798,2022-03-02,22:20,22:35,Windy,Low,2,Buffet,motorcycle,1.0,No,Unknown,21,16.659917302375398,15.0,22,Night,2,0
0x741c,MUMRES010DEL02,24.0,4.6,19.003517,72.82765,19.023517,72.84765,2022-03-13,10:35,10:45,Fog,Low,1,Drinks,scooter,1.0,No,Urban,12,3.060475538709063,10.0,10,Morning,6,1
0x86b4,COIMBRES04DEL02,30.0,4.5,11.024839,77.007003,11.104839,77.087003,2022-03-31,17:25,17:30,Windy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,26,12.463888116757749,5.0,17,Evening,3,0
0x7b2,SURRES12DEL02,34.0,4.3,21.183434,72.814492,21.313434,72.944492,2022-03-16,23:35,23:40,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,37,19.76027880154466,5.0,23,Night,2,0
0x5f8e,CHENRES05DEL01,36.0,5.0,13.058616,80.264151,13.068616,80.274151,2022-03-24,08:40,08:50,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,13,1.5523182877499084,10.0,8,Morning,3,0
0x5051,PUNERES07DEL01,21.0,4.7,18.546947,73.900626,18.556947,73.910626,2022-04-03,08:15,08:30,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16,1.5322206834602052,15.0,8,Morning,6,1
0xc5e2,ALHRES08DEL01,31.0,4.6,25.450329,81.834279,25.520329,81.904279,2022-02-14,17:35,17:45,Sunny,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,19,10.485869597395448,10.0,17,Evening,0,0
0xde0a,KNPRES16DEL01,31.0,4.7,26.482581,80.315628,26.592581,80.425628,2022-02-12,23:55,00:10,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,25,16.411946865277123,15.0,23,Night,5,1
0xb1e8,INDORES02DEL03,33.0,4.2,22.651847,75.881991,22.741847,75.971991,2022-03-27,19:15,19:25,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,45,13.615833459011268,10.0,19,Evening,6,1
0x55f9,CHENRES05DEL01,26.0,4.8,13.058616,80.264151,13.098616,80.304151,2022-03-15,16:20,16:30,Cloudy,Medium,2,Snack,scooter,1.0,No,Urban,17,6.209089325963786,10.0,16,Evening,1,0
0x4183,BANGRES12DEL02,36.0,5.0,12.939496,77.625999,13.069496,77.755999,2022-03-16,19:45,19:50,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,41,20.182482607604513,5.0,19,Evening,2,0
0x8994,INDORES05DEL03,27.0,4.5,22.727021,75.884167,22.817021,75.974167,2022-04-06,22:10,22:25,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,13.612393202818852,15.0,22,Night,2,0
0x322a,SURRES08DEL01,35.0,4.1,21.173343,72.792731,21.213343,72.832731,2022-03-03,13:20,13:30,Cloudy,High,2,Snack,scooter,1.0,No,Metropolitian,35,6.081142187746012,10.0,13,Afternoon,3,0
0x6ac0,MYSRES11DEL01,35.0,4.9,12.323225,76.630028,12.333225,76.640028,2022-03-03,11:35,11:50,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,47,1.554508559519504,15.0,11,Afternoon,3,0
0xb1ff,MYSRES19DEL01,35.0,4.6,12.334022,76.618203,12.444022,76.728203,2022-03-20,17:50,18:05,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Urban,30,17.097651549864548,15.0,17,Evening,6,1
0x235b,CHENRES09DEL03,33.0,4.8,13.044694,80.26147,13.074694,80.29147,2022-03-24,23:00,23:05,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,4.656990844808267,5.0,23,Night,3,0
0x19c8,MUMRES04DEL02,29.0,4.3,19.254567,72.848923,19.274567,72.868923,2022-03-21,09:40,09:55,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,3.058281575249995,15.0,9,Morning,0,0
0x451d,RANCHIRES13DEL02,32.0,4.2,23.374989,85.335486,23.454989,85.415486,2022-03-20,20:10,20:20,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,42,12.073397681482605,10.0,20,Night,6,1
0x52be,JAPRES010DEL03,28.0,4.1,26.921411,75.793604,26.981411,75.853604,2022-04-05,23:55,00:05,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,19,8.937527873529229,10.0,23,Night,1,0
0xaec7,MYSRES15DEL01,25.0,4.7,12.352058,76.60665,12.462058,76.71665,2022-03-16,19:55,20:05,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,25,17.0970739431768,10.0,19,Evening,2,0
0xd963,KOLRES11DEL01,28.0,4.9,22.577821,88.400581,22.617821,88.440581,2022-02-11,14:50,15:05,Stormy,High,0,Meal,motorcycle,1.0,No,Urban,22,6.0534894406747055,15.0,14,Afternoon,4,0
0x981d,HYDRES13DEL02,28.0,5.0,17.431477,78.40035,17.451477,78.42035,2022-03-15,09:55,10:00,Sunny,Low,1,Meal,motorcycle,0.0,No,Metropolitian,24,3.073618468414786,5.0,9,Morning,1,0
0x13e5,MUMRES04DEL01,21.0,4.7,19.254567,72.848923,19.294567,72.888923,2022-03-11,12:45,12:55,Sunny,High,2,Snack,scooter,1.0,No,Metropolitian,15,6.116387229265562,10.0,12,Afternoon,4,0
0x3598,PUNERES02DEL03,37.0,4.9,18.55144,73.804855,18.58144,73.834855,2022-03-11,22:35,22:50,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,19,4.596477246826326,15.0,22,Night,4,0
0x8c20,BANGRES14DEL02,38.0,4.1,12.949934,77.699386,13.029934,77.779386,2022-03-18,19:30,19:45,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,32,12.420345124240976,15.0,19,Evening,4,0
0xdc09,ALHRES12DEL01,23.0,4.8,25.443994,81.860187,25.553994,81.970187,2022-02-18,17:50,18:05,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,24,16.47695255795527,15.0,17,Evening,4,0
0xd53d,KNPRES20DEL02,23.0,4.8,26.47,80.35,26.55,80.43,2022-02-16,19:50,19:55,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,26,11.937237212390604,5.0,19,Evening,2,0
0xc659,KOCRES01DEL02,35.0,4.6,9.979363,76.285001,10.109363,76.415001,2022-02-14,18:00,18:05,Stormy,Medium,1,Drinks,scooter,0.0,No,Urban,30,20.286876645336932,5.0,18,Evening,0,0
0x2ad4,HYDRES03DEL01,33.0,4.1,17.422819,78.449578,17.532819,78.559578,2022-03-23,20:45,20:50,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,32,16.9032932130662,5.0,20,Night,2,0
0xb419,PUNERES12DEL02,20.0,4.6,18.520016,73.830547,18.600016,73.910547,2022-03-14,20:25,20:40,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,23,12.257490517738452,15.0,20,Night,0,0
0xc8d9,ALHRES05DEL03,32.0,4.6,25.457687,81.835585,25.487687,81.865585,2022-02-13,17:55,18:00,Fog,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,15,4.494156473629653,5.0,17,Evening,6,1
0x82ee,INDORES17DEL03,36.0,5.0,22.761226,75.887522,22.851226,75.977522,2022-04-06,22:20,22:35,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,13.61082462242586,15.0,22,Night,2,0
0x6be5,JAPRES01DEL03,35.0,4.1,26.90519,75.810753,26.99519,75.900753,2022-04-02,23:55,00:10,Fog,Low,0,Snack,motorcycle,1.0,Yes,Metropolitian,43,13.40635545530559,15.0,23,Night,5,1
0xad15,SURRES010DEL01,36.0,4.8,21.17106,72.789292,21.18106,72.799292,2022-04-05,08:15,08:20,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,22,1.5203682291094078,5.0,8,Morning,1,0
0x8de1,INDORES02DEL02,21.0,4.9,22.651847,75.881991,22.701847,75.931991,2022-04-05,22:45,22:50,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,13,7.564859910416516,5.0,22,Night,1,0
0x1dae,INDORES01DEL01,31.0,4.8,22.695207,75.866059,22.705207,75.876059,2022-03-26,08:20,08:25,Sunny,Low,1,Buffet,scooter,1.0,No,Urban,13,1.5128534404983927,5.0,8,Morning,5,1
0xc952,KOCRES02DEL03,38.0,4.8,10.028047,76.310019,10.118047,76.400019,2022-02-18,23:35,23:50,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,23,14.044147682130108,15.0,23,Night,4,0
0x6e79,JAPRES02DEL03,24.0,4.9,26.914142,75.805704,26.944142,75.835704,2022-04-03,19:55,20:10,Stormy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,24,4.4691549592640305,15.0,19,Evening,6,1
0x3b83,CHENRES03DEL02,36.0,4.7,13.091809,80.219104,13.171809,80.299104,2022-03-14,23:20,23:30,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,12.41687169160696,10.0,23,Night,0,0
0x97ae,BANGRES09DEL01,22.0,4.2,12.934179,77.615797,12.944179,77.625797,2022-03-11,08:35,08:45,Windy,Low,0,Drinks,motorcycle,0.0,No,Unknown,15,1.552697443893239,10.0,8,Morning,4,0
0x78ba,COIMBRES09DEL01,30.0,4.7,11.008638,76.984311,11.048638,77.024311,2022-04-05,12:35,12:40,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,30,6.232321450753526,5.0,12,Afternoon,1,0
0x82bc,COIMBRES010DEL03,39.0,5.0,11.003008,76.97544,11.093008,77.06544,2022-03-16,22:50,22:55,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,28,14.022268860182423,5.0,22,Night,2,0
0xcefd,ALHRES14DEL03,23.0,4.3,25.459775,81.834841,25.519775,81.894841,2022-02-13,21:40,21:55,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,38,8.98773907634356,15.0,21,Night,6,1
0x9a74,PUNERES14DEL02,31.0,4.7,18.516216,73.842527,18.646216,73.972527,2022-03-10,22:25,22:40,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,21,19.917248415728803,15.0,22,Night,3,0
0xc4ad,ALHRES01DEL02,33.0,4.7,25.454648,81.834502,25.534648,81.914502,2022-02-14,17:15,17:25,Cloudy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,43,11.983433564440732,10.0,17,Evening,0,0
0xc88c,LUDHRES04DEL01,21.0,4.5,30.914057,75.83982,30.924057,75.84982,2022-02-13,09:10,09:20,Windy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,13,1.4650674052309467,10.0,9,Morning,6,1
0x5129,BANGRES15DEL02,20.0,4.6,12.975377,77.696664,13.025377,77.746664,2022-03-26,17:35,17:45,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,26,7.762556904358444,10.0,17,Evening,5,1
0xb1c,CHENRES13DEL02,20.0,5.0,13.027018,80.254791,13.047018,80.274791,2022-03-01,08:25,08:40,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,3.1047992381869647,15.0,8,Morning,1,0
0xbb29,MUMRES11DEL03,36.0,4.9,18.994237,72.825553,19.054237,72.885553,2022-03-09,23:10,23:25,Stormy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,21,9.181146899051038,15.0,23,Night,2,0
0xda65,BHPRES13DEL01,32.0,4.4,23.230791,77.43702,23.270791,77.47702,2022-02-13,14:15,14:20,Stormy,High,0,Snack,motorcycle,1.0,No,Metropolitian,36,6.040113680144922,5.0,14,Afternoon,6,1
0x19d6,RANCHIRES13DEL03,31.0,4.8,23.374989,85.335486,23.434989,85.395486,2022-03-30,19:40,19:45,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,20,9.055361318453961,5.0,19,Evening,2,0
0xbd79,JAPRES14DEL01,29.0,4.9,26.88842,75.800689,26.99842,75.910689,2022-03-25,23:00,23:10,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,14,16.38598063528554,10.0,23,Night,4,0
0xa722,CHENRES07DEL01,23.0,4.7,13.081878,80.248519,13.091878,80.258519,2022-03-07,11:35,11:50,Windy,High,0,Snack,motorcycle,0.0,No,Metropolitian,34,1.5522470243420694,15.0,11,Afternoon,0,0
0x4040,HYDRES16DEL03,30.0,4.8,17.440827,78.393391,17.470827,78.423391,2022-03-26,23:25,23:30,Sunny,Low,2,Meal,motorcycle,1.0,No,Metropolitian,12,4.610254758948449,5.0,23,Night,5,1
